Unnamed: 0,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
2626,HPH,HUI,20:50:00,5,01:50:00,22:40:00,5,QA296,QA,QAirline,10370,,
2627,HPH,HUI,20:50:00,6,01:50:00,22:40:00,6,QA344,QA,QAirline,10370,,
2628,HPH,HUI,14:05:00,2,01:55:00,16:00:00,2,QA393,QA,QAirline,10370,,
2629,HPH,HUI,14:05:00,3,01:55:00,16:00:00,3,QA485,QA,QAirline,10370,,
2630,HPH,HUI,14:05:00,6,01:55:00,16:00:00,6,QA256,QA,QAirline,10370,,
2631,HPH,HUI,14:05:00,1,01:55:00,16:00:00,1,QA391,QA,QAirline,10370,,
2632,HPH,HUI,14:05:00,4,01:55:00,16:00:00,4,QA139,QA,QAirline,10370,,
2633,HPH,HUI,08:30:00,5,02:00:00,10:30:00,5,QA417,QA,QAirline,10370,,
2634,HPH,HUI,08:30:00,1,02:00:00,10:30:00,1,QA118,QA,QAirline,10370,,
2635,HPH,HUI,08:30:00,3,02:00:00,10:30:00,3,QA442,QA,QAirline,10370,,
2636,HPH,HUI,08:30:00,4,02:00:00,10:30:00,4,QA237,QA,QAirline,10370,,
2637,HPH,HUI,08:30:00,2,02:00:00,10:30:00,2,QA393,QA,QAirline,10370,,
2638,HPH,HUI,08:30:00,6,02:00:00,10:30:00,6,QA210,QA,QAirline,10370,,
2639,HPH,HUI,08:30:00,0,02:00:00,10:30:00,0,QA339,QA,QAirline,10370,,
2640,HPH,HUI,14:25:00,5,02:05:00,16:30:00,5,QA222,QA,QAirline,10370,,
2641,DIN,HAN,12:00:00,3,03:15:00,15:15:00,3,QA119,QA,QAirline,14049,16476.0,37756.0
2642,DIN,HAN,12:00:00,1,03:15:00,15:15:00,1,QA267,QA,QAirline,14049,16476.0,37756.0
2643,DIN,HAN,12:00:00,0,03:15:00,15:15:00,0,QA404,QA,QAirline,14231,16476.0,35358.0
2644,DIN,HAN,12:00:00,5,03:15:00,15:15:00,5,QA384,QA,QAirline,14231,16476.0,52244.0
2645,DIN,HAN,18:55:00,2,03:15:00,22:10:00,2,QA180,QA,QAirline,14233,,33613.0
2646,DIN,HAN,18:55:00,5,03:15:00,22:10:00,5,QA137,QA,QAirline,14233,,48700.0
2647,DIN,HAN,18:55:00,1,03:15:00,22:10:00,1,QA436,QA,QAirline,14233,,33613.0
2648,DIN,HAN,18:55:00,3,03:15:00,22:10:00,3,QA187,QA,QAirline,14233,,33613.0
2649,DIN,HAN,18:55:00,0,03:15:00,22:10:00,0,QA219,QA,QAirline,14233,,33613.0
2650,DIN,HAN,06:40:00,4,03:10:00,09:50:00,4,QA352,QA,QAirline,14626,,
2651,DIN,HAN,06:40:00,1,03:10:00,09:50:00,1,QA459,QA,QAirline,14626,,
2652,DIN,HAN,06:40:00,0,03:10:00,09:50:00,0,QA223,QA,QAirline,14626,,
2653,DIN,HAN,06:40:00,5,03:10:00,09:50:00,5,QA389,QA,QAirline,14626,,
2654,DIN,HAN,06:40:00,3,03:10:00,09:50:00,3,QA197,QA,QAirline,14626,,
2655,DIN,HAN,06:40:00,2,03:10:00,09:50:00,2,QA249,QA,QAirline,14626,,
2656,DIN,HAN,06:40:00,6,03:10:00,09:50:00,6,QA256,QA,QAirline,14626,,
2657,DIN,HAN,12:00:00,4,03:15:00,15:15:00,4,QA345,QA,QAirline,14826,16476.0,37756.0
2658,DIN,HAN,12:00:00,2,03:15:00,15:15:00,2,QA487,QA,QAirline,14826,16476.0,37756.0
2659,DIN,HAN,18:55:00,4,03:15:00,22:10:00,4,QA210,QA,QAirline,14997,,48700.0
2660,DIN,HAN,18:55:00,6,03:15:00,22:10:00,6,QA229,QA,QAirline,15538,,55981.0
2661,DIN,HAN,12:00:00,6,03:15:00,15:15:00,6,QA224,QA,QAirline,15593,17880.0,59524.0
2662,DIN,SGN,20:35:00,4,02:05:00,22:40:00,4,QA137,QA,QAirline,10198,,
2663,DIN,SGN,20:35:00,3,02:05:00,22:40:00,3,QA177,QA,QAirline,10198,,
2664,DIN,SGN,20:35:00,6,02:05:00,22:40:00,6,QA335,QA,QAirline,10198,,
2665,DIN,SGN,20:35:00,5,02:05:00,22:40:00,5,QA428,QA,QAirline,10198,,
2666,DIN,SGN,20:35:00,1,02:05:00,22:40:00,1,QA141,QA,QAirline,10198,,
2667,DIN,SGN,20:35:00,0,02:05:00,22:40:00,0,QA148,QA,QAirline,10198,,
2668,DIN,SGN,20:35:00,2,02:05:00,22:40:00,2,QA402,QA,QAirline,10198,,
2669,DIN,SGN,05:00:00,6,02:10:00,07:10:00,6,QA138,QA,QAirline,10592,,
2670,DIN,SGN,05:00:00,4,02:10:00,07:10:00,4,QA154,QA,QAirline,10592,,
2671,DIN,SGN,05:00:00,2,02:10:00,07:10:00,2,QA473,QA,QAirline,10592,,
2672,DIN,SGN,12:40:00,4,02:10:00,14:50:00,4,QA200,QA,QAirline,10592,,
2673,DIN,SGN,05:00:00,3,02:10:00,07:10:00,3,QA482,QA,QAirline,10592,,
2674,DIN,SGN,12:40:00,3,02:10:00,14:50:00,3,QA281,QA,QAirline,10592,,
2675,DIN,SGN,12:40:00,0,02:10:00,14:50:00,0,QA137,QA,QAirline,10592,,
2676,DIN,SGN,12:40:00,2,02:10:00,14:50:00,2,QA273,QA,QAirline,10592,,
2677,DIN,SGN,12:40:00,1,02:10:00,14:50:00,1,QA320,QA,QAirline,10592,,
2678,DIN,SGN,12:40:00,6,02:10:00,14:50:00,6,QA353,QA,QAirline,14033,,
2679,DIN,SGN,12:40:00,5,02:10:00,14:50:00,5,QA194,QA,QAirline,14033,,
2680,DIN,DAD,07:40:00,6,01:05:00,08:45:00,6,QA453,QA,QAirline,7491,,
2681,DIN,DAD,07:40:00,1,01:05:00,08:45:00,1,QA319,QA,QAirline,7491,,
2682,DIN,DAD,07:40:00,5,01:05:00,08:45:00,5,QA488,QA,QAirline,7491,,
2683,DIN,DAD,07:40:00,3,01:05:00,08:45:00,3,QA252,QA,QAirline,7491,,
2684,DIN,DAD,07:40:00,4,01:05:00,08:45:00,4,QA469,QA,QAirline,7491,,
2685,DIN,DAD,13:20:00,5,01:15:00,14:35:00,5,QA341,QA,QAirline,7491,,
2686,DIN,DAD,13:20:00,3,01:15:00,14:35:00,3,QA330,QA,QAirline,7491,,
2687,DIN,DAD,13:20:00,2,01:15:00,14:35:00,2,QA303,QA,QAirline,7491,,
2688,DIN,DAD,13:20:00,4,01:15:00,14:35:00,4,QA385,QA,QAirline,7491,,
2689,DIN,DAD,13:20:00,1,01:15:00,14:35:00,1,QA302,QA,QAirline,7491,,
2690,DIN,DAD,18:00:00,5,01:20:00,19:20:00,5,QA153,QA,QAirline,7491,,
2691,DIN,DAD,18:00:00,3,01:20:00,19:20:00,3,QA425,QA,QAirline,7491,,
2692,DIN,DAD,18:00:00,1,01:20:00,19:20:00,1,QA178,QA,QAirline,7491,,
2693,DIN,DAD,18:00:00,4,01:20:00,19:20:00,4,QA153,QA,QAirline,7491,,
2694,DIN,DAD,18:00:00,2,01:20:00,19:20:00,2,QA356,QA,QAirline,7491,,
2695,DIN,DAD,18:00:00,0,01:20:00,19:20:00,0,QA120,QA,QAirline,7491,,
2696,DIN,DAD,07:40:00,2,01:05:00,08:45:00,2,QA304,QA,QAirline,7957,,
2697,DIN,DAD,13:20:00,0,01:15:00,14:35:00,0,QA152,QA,QAirline,7957,,
2698,DIN,DAD,13:20:00,6,01:15:00,14:35:00,6,QA430,QA,QAirline,7957,,
2699,DIN,DAD,18:00:00,6,01:20:00,19:20:00,6,QA298,QA,QAirline,7957,,
2700,DIN,DAD,07:40:00,0,01:05:00,08:45:00,0,QA374,QA,QAirline,10987,,
2701,DIN,PQC,07:25:00,4,01:20:00,08:45:00,4,QA277,QA,QAirline,5846,,
2702,DIN,PQC,07:25:00,3,01:20:00,08:45:00,3,QA288,QA,QAirline,5964,,
2703,DIN,PQC,07:25:00,2,01:20:00,08:45:00,2,QA417,QA,QAirline,6083,,
2704,DIN,PQC,19:00:00,1,01:20:00,20:20:00,1,QA273,QA,QAirline,6262,,
2705,DIN,PQC,07:25:00,5,01:20:00,08:45:00,5,QA418,QA,QAirline,6262,,
2706,DIN,PQC,13:40:00,2,01:20:00,15:00:00,2,QA152,QA,QAirline,6262,,
2707,DIN,PQC,13:40:00,3,01:20:00,15:00:00,3,QA352,QA,QAirline,6262,,
2708,DIN,PQC,19:00:00,4,01:20:00,20:20:00,4,QA368,QA,QAirline,6262,,
2709,DIN,PQC,07:25:00,1,01:20:00,08:45:00,1,QA226,QA,QAirline,6440,,
2710,DIN,PQC,19:00:00,3,01:20:00,20:20:00,3,QA493,QA,QAirline,6440,,
2711,DIN,PQC,19:00:00,2,01:20:00,20:20:00,2,QA130,QA,QAirline,6440,,
2712,DIN,PQC,13:40:00,1,01:20:00,15:00:00,1,QA347,QA,QAirline,6440,,
2713,DIN,PQC,07:25:00,6,01:20:00,08:45:00,6,QA323,QA,QAirline,6440,,
2714,DIN,PQC,13:40:00,4,01:20:00,15:00:00,4,QA345,QA,QAirline,6440,,
2715,DIN,PQC,19:00:00,0,01:20:00,20:20:00,0,QA490,QA,QAirline,6677,,
2716,DIN,PQC,19:00:00,5,01:20:00,20:20:00,5,QA154,QA,QAirline,6677,,
2717,DIN,PQC,13:50:00,5,01:10:00,15:00:00,5,QA390,QA,QAirline,6914,,
2718,DIN,PQC,13:40:00,0,01:20:00,15:00:00,0,QA323,QA,QAirline,6914,,
2719,DIN,PQC,13:40:00,6,01:20:00,15:00:00,6,QA372,QA,QAirline,7507,,
2720,DIN,PQC,19:00:00,6,01:20:00,20:20:00,6,QA151,QA,QAirline,7507,,
2721,DIN,PQC,07:25:00,0,01:20:00,08:45:00,0,QA121,QA,QAirline,7507,,
2722,DIN,DLI,17:30:00,4,00:50:00,18:20:00,4,QA423,QA,QAirline,5225,,
2723,DIN,DLI,17:30:00,5,00:50:00,18:20:00,5,QA296,QA,QAirline,6191,,
2724,DIN,DLI,17:30:00,1,00:50:00,18:20:00,1,QA100,QA,QAirline,7157,,
2725,DIN,DLI,17:30:00,6,00:50:00,18:20:00,6,QA189,QA,QAirline,7882,,
2726,DIN,DLI,17:30:00,0,00:50:00,18:20:00,0,QA128,QA,QAirline,7882,,
2727,DIN,DLI,17:30:00,2,00:50:00,18:20:00,2,QA394,QA,QAirline,8727,,
2728,DIN,DLI,17:30:00,3,00:50:00,18:20:00,3,QA479,QA,QAirline,8727,,
2729,DIN,HPH,21:40:00,2,01:25:00,23:05:00,2,QA354,QA,QAirline,7948,,
2730,DIN,HPH,21:40:00,3,01:25:00,23:05:00,3,QA188,QA,QAirline,7948,,
2731,DIN,HPH,21:40:00,1,01:25:00,23:05:00,1,QA329,QA,QAirline,8297,,
2732,DIN,HPH,21:40:00,4,01:25:00,23:05:00,4,QA210,QA,QAirline,8674,,
2733,DIN,HPH,21:40:00,5,01:25:00,23:05:00,5,QA400,QA,QAirline,8674,,
2734,DIN,HPH,21:40:00,0,01:25:00,23:05:00,0,QA412,QA,QAirline,9501,,
2735,DIN,HPH,21:40:00,6,01:25:00,23:05:00,6,QA302,QA,QAirline,9953,,
2736,VDO,HAN,14:20:00,0,02:30:00,16:50:00,0,QA438,QA,QAirline,6108,,
2737,VDO,HAN,14:20:00,5,02:30:00,16:50:00,5,QA235,QA,QAirline,6109,,
2738,VDO,HAN,14:20:00,4,02:30:00,16:50:00,4,QA387,QA,QAirline,6109,,
2739,VDO,HAN,14:20:00,2,02:30:00,16:50:00,2,QA295,QA,QAirline,6894,,
2740,VDO,HAN,21:45:00,4,02:10:00,23:55:00,4,QA483,QA,QAirline,7018,,
2741,VDO,HAN,21:45:00,5,02:10:00,23:55:00,5,QA200,QA,QAirline,7018,,
2742,VDO,HAN,15:30:00,5,02:25:00,17:55:00,5,QA100,QA,QAirline,7018,,
2743,VDO,HAN,15:30:00,4,02:25:00,17:55:00,4,QA141,QA,QAirline,7018,,
2744,VDO,HAN,15:30:00,0,02:25:00,17:55:00,0,QA452,QA,QAirline,7097,,
2745,VDO,HAN,21:45:00,3,02:10:00,23:55:00,3,QA226,QA,QAirline,9608,,
2746,VDO,HAN,21:45:00,6,02:10:00,23:55:00,6,QA165,QA,QAirline,9608,,
2747,VDO,HAN,21:45:00,2,02:10:00,23:55:00,2,QA369,QA,QAirline,9608,,
2748,VDO,HAN,15:30:00,3,02:25:00,17:55:00,3,QA406,QA,QAirline,9608,,
2749,VDO,HAN,15:20:00,3,02:25:00,17:45:00,3,QA149,QA,QAirline,10136,11641.0,31160.0
2750,VDO,HAN,10:15:00,0,02:25:00,12:40:00,0,QA485,QA,QAirline,10136,11522.0,
2751,VDO,HAN,07:10:00,6,02:25:00,09:35:00,6,QA244,QA,QAirline,10136,11402.0,31160.0
2752,VDO,HAN,15:20:00,5,02:25:00,17:45:00,5,QA406,QA,QAirline,10136,,
2753,VDO,HAN,18:45:00,3,02:25:00,21:10:00,3,QA369,QA,QAirline,10136,11641.0,31160.0
2754,VDO,HAN,20:20:00,1,02:25:00,22:45:00,1,QA493,QA,QAirline,10136,11522.0,
2755,VDO,HAN,07:10:00,3,02:25:00,09:35:00,3,QA113,QA,QAirline,10136,11402.0,31160.0
2756,VDO,HAN,10:15:00,1,02:25:00,12:40:00,1,QA352,QA,QAirline,10136,11522.0,
2757,VDO,HAN,18:45:00,5,02:25:00,21:10:00,5,QA208,QA,QAirline,10136,,
2758,VDO,HAN,07:10:00,1,02:25:00,09:35:00,1,QA261,QA,QAirline,10136,,
2759,VDO,HAN,10:15:00,3,02:25:00,12:40:00,3,QA366,QA,QAirline,10136,11522.0,
2760,VDO,HAN,20:20:00,6,02:25:00,22:45:00,6,QA333,QA,QAirline,10319,11522.0,
2761,VDO,SGN,22:30:00,5,02:50:00,01:20:00,6,QA437,QA,QAirline,10437,,
2762,VDO,SGN,10:25:00,2,02:35:00,13:00:00,2,QA221,QA,QAirline,11086,,39189.0
2763,VDO,SGN,17:35:00,2,02:45:00,20:20:00,2,QA113,QA,QAirline,11086,,48536.0
2764,VDO,SGN,20:35:00,2,02:55:00,23:30:00,2,QA355,QA,QAirline,11086,,39189.0
2765,VDO,SGN,10:25:00,3,02:35:00,13:00:00,3,QA463,QA,QAirline,11268,,39189.0
2766,VDO,SGN,10:25:00,4,02:35:00,13:00:00,4,QA327,QA,QAirline,11268,,
2767,VDO,SGN,10:25:00,0,02:35:00,13:00:00,0,QA247,QA,QAirline,11268,,34875.0
2768,VDO,SGN,17:35:00,0,02:45:00,20:20:00,0,QA270,QA,QAirline,11268,,34875.0
2769,VDO,SGN,17:35:00,3,02:45:00,20:20:00,3,QA361,QA,QAirline,11268,,39189.0
2770,VDO,SGN,17:35:00,4,02:45:00,20:20:00,4,QA180,QA,QAirline,11268,,
2771,VDO,SGN,20:35:00,6,02:55:00,23:30:00,6,QA336,QA,QAirline,11268,,39189.0
2772,VDO,SGN,20:35:00,0,02:55:00,23:30:00,0,QA201,QA,QAirline,11268,,34875.0
2773,VDO,SGN,20:35:00,5,02:55:00,23:30:00,5,QA134,QA,QAirline,11268,,39189.0
2774,VDO,SGN,20:35:00,4,02:55:00,23:30:00,4,QA194,QA,QAirline,11268,,39189.0
2775,VDO,SGN,20:35:00,3,02:55:00,23:30:00,3,QA219,QA,QAirline,11268,,39189.0
2776,VDO,SGN,09:35:00,3,02:45:00,12:20:00,3,QA358,QA,QAirline,11269,,
2777,VDO,SGN,09:35:00,4,02:45:00,12:20:00,4,QA463,QA,QAirline,11269,,
2778,VDO,SGN,09:35:00,1,02:45:00,12:20:00,1,QA483,QA,QAirline,11269,,
2779,VDO,SGN,09:35:00,6,02:45:00,12:20:00,6,QA123,QA,QAirline,11269,,
2780,VDO,SGN,22:30:00,6,02:50:00,01:20:00,0,QA118,QA,QAirline,11269,,
2781,VDO,SGN,22:30:00,4,02:50:00,01:20:00,5,QA144,QA,QAirline,11269,,
2782,VDO,SGN,09:25:00,6,02:55:00,12:20:00,6,QA196,QA,QAirline,11270,,
2783,VDO,SGN,09:25:00,1,02:55:00,12:20:00,1,QA329,QA,QAirline,11270,,
2784,VDO,SGN,09:25:00,4,02:55:00,12:20:00,4,QA279,QA,QAirline,11270,,
2785,VDO,SGN,09:25:00,3,02:55:00,12:20:00,3,QA442,QA,QAirline,11270,,
2786,VDO,DAD,06:00:00,2,02:25:00,08:25:00,2,QA488,QA,QAirline,10137,,
2787,VDO,DAD,06:00:00,5,02:25:00,08:25:00,5,QA227,QA,QAirline,10137,,
2788,VDO,DAD,06:00:00,6,02:25:00,08:25:00,6,QA386,QA,QAirline,10137,,
2789,VDO,DAD,06:00:00,3,02:25:00,08:25:00,3,QA200,QA,QAirline,10137,,
2790,VDO,DAD,06:00:00,4,02:25:00,08:25:00,4,QA257,QA,QAirline,10137,,
2791,VDO,DAD,06:00:00,1,02:25:00,08:25:00,1,QA452,QA,QAirline,10137,,
2792,VDO,DAD,18:45:00,2,02:20:00,21:05:00,2,QA191,QA,QAirline,10526,,
2793,VDO,DAD,05:40:00,4,02:25:00,08:05:00,4,QA359,QA,QAirline,10526,,
2794,VDO,DAD,05:40:00,2,02:25:00,08:05:00,2,QA116,QA,QAirline,10526,,
2795,VDO,DAD,04:30:00,5,02:25:00,06:55:00,5,QA467,QA,QAirline,10526,,
2796,VDO,DAD,21:20:00,5,02:30:00,23:50:00,5,QA416,QA,QAirline,10526,,
2797,VDO,DAD,06:45:00,4,02:30:00,09:15:00,4,QA340,QA,QAirline,10526,,
2798,VDO,DAD,19:55:00,2,02:30:00,22:25:00,2,QA377,QA,QAirline,10526,,
2799,VDO,DAD,08:40:00,3,02:30:00,11:10:00,3,QA152,QA,QAirline,10526,,
2800,VDO,DAD,21:20:00,3,02:30:00,23:50:00,3,QA347,QA,QAirline,10526,,
2801,VDO,DAD,06:45:00,3,02:30:00,09:15:00,3,QA500,QA,QAirline,10526,,
2802,VDO,DAD,19:55:00,3,02:30:00,22:25:00,3,QA169,QA,QAirline,10526,,
2803,VDO,DAD,14:45:00,3,02:35:00,17:20:00,3,QA439,QA,QAirline,10526,,
2804,VDO,DAD,14:45:00,2,02:35:00,17:20:00,2,QA118,QA,QAirline,10526,,
2805,VDO,DAD,09:30:00,2,02:40:00,12:10:00,2,QA325,QA,QAirline,10526,,
2806,VDO,DAD,09:30:00,4,02:40:00,12:10:00,4,QA366,QA,QAirline,10526,,
2807,VDO,PQC,15:35:00,0,02:45:00,18:20:00,0,QA357,QA,QAirline,10137,,
2808,VDO,PQC,15:35:00,1,02:45:00,18:20:00,1,QA326,QA,QAirline,10137,,
2809,VDO,PQC,17:00:00,4,02:15:00,19:15:00,4,QA173,QA,QAirline,10138,,23474.0
2810,VDO,PQC,17:00:00,0,02:15:00,19:15:00,0,QA232,QA,QAirline,10138,,22943.0
2811,VDO,PQC,17:00:00,3,02:15:00,19:15:00,3,QA368,QA,QAirline,10138,,22875.0
2812,VDO,PQC,17:00:00,1,02:15:00,19:15:00,1,QA273,QA,QAirline,10138,,22875.0
2813,VDO,PQC,17:00:00,2,02:15:00,19:15:00,2,QA292,QA,QAirline,10138,,22875.0
2814,VDO,PQC,23:55:00,4,02:15:00,02:10:00,5,QA449,QA,QAirline,10526,,
2815,VDO,PQC,22:25:00,4,02:15:00,00:40:00,5,QA131,QA,QAirline,10526,,
2816,VDO,PQC,22:25:00,2,02:15:00,00:40:00,3,QA297,QA,QAirline,10526,,
2817,VDO,PQC,23:55:00,5,02:15:00,02:10:00,6,QA257,QA,QAirline,10526,,
2818,VDO,PQC,23:55:00,0,02:15:00,02:10:00,1,QA319,QA,QAirline,10526,,
2819,VDO,PQC,22:25:00,3,02:15:00,00:40:00,4,QA102,QA,QAirline,10526,,
2820,VDO,PQC,23:55:00,1,02:15:00,02:10:00,2,QA269,QA,QAirline,10526,,
2821,VDO,PQC,04:40:00,3,02:35:00,07:15:00,3,QA160,QA,QAirline,10526,,
2822,VDO,PQC,04:40:00,6,02:35:00,07:15:00,6,QA449,QA,QAirline,10526,,
2823,VDO,PQC,08:15:00,5,02:45:00,11:00:00,5,QA302,QA,QAirline,10526,,
2824,VDO,PQC,08:15:00,4,02:45:00,11:00:00,4,QA338,QA,QAirline,10526,,
2825,VDO,PQC,08:15:00,1,02:45:00,11:00:00,1,QA429,QA,QAirline,10526,,
2826,VDO,DLI,16:50:00,2,02:55:00,19:45:00,2,QA436,QA,QAirline,14955,,
2827,VDO,DLI,16:50:00,0,02:55:00,19:45:00,0,QA420,QA,QAirline,14955,,
2828,VDO,DLI,16:50:00,3,02:55:00,19:45:00,3,QA137,QA,QAirline,14955,,
2829,VDO,DLI,16:50:00,5,02:55:00,19:45:00,5,QA374,QA,QAirline,16120,,
2830,VDO,HPH,19:00:00,1,02:15:00,21:15:00,1,QA378,QA,QAirline,10138,,22608.0
2831,VDO,HPH,19:00:00,3,02:15:00,21:15:00,3,QA494,QA,QAirline,10138,,22655.0
2832,VDO,HPH,19:00:00,0,02:15:00,21:15:00,0,QA186,QA,QAirline,10138,,22608.0
2833,VDO,HPH,18:00:00,5,02:00:00,20:00:00,5,QA446,QA,QAirline,10526,,
2834,VDO,HPH,18:00:00,4,02:00:00,20:00:00,4,QA479,QA,QAirline,10526,,
2835,VDO,HPH,18:00:00,2,02:00:00,20:00:00,2,QA409,QA,QAirline,10526,,
2836,VDO,HPH,18:00:00,3,02:00:00,20:00:00,3,QA217,QA,QAirline,10526,,
2837,VDO,HPH,18:00:00,0,02:00:00,20:00:00,0,QA189,QA,QAirline,10526,,
2838,VDO,HPH,14:00:00,5,02:05:00,16:05:00,5,QA379,QA,QAirline,10526,,
2839,VDO,HPH,14:00:00,4,02:05:00,16:05:00,4,QA426,QA,QAirline,10526,,
2840,VDO,HPH,14:00:00,2,02:05:00,16:05:00,2,QA484,QA,QAirline,10526,,
2841,VDO,HPH,23:10:00,3,02:05:00,01:15:00,4,QA294,QA,QAirline,10526,,
2842,VDO,HPH,23:10:00,2,02:05:00,01:15:00,3,QA349,QA,QAirline,10526,,
2843,VDO,HPH,14:00:00,3,02:05:00,16:05:00,3,QA317,QA,QAirline,10526,,
2844,VDO,HPH,23:10:00,5,02:05:00,01:15:00,6,QA157,QA,QAirline,10526,,
2845,VDO,HPH,19:55:00,2,02:15:00,22:10:00,2,QA301,QA,QAirline,10526,,
2846,VDO,HPH,19:55:00,3,02:15:00,22:10:00,3,QA492,QA,QAirline,10526,,
2847,VDO,HPH,19:55:00,5,02:15:00,22:10:00,5,QA374,QA,QAirline,10526,,
2848,VDO,HPH,19:55:00,4,02:15:00,22:10:00,4,QA234,QA,QAirline,10526,,
2849,VDO,HPH,04:50:00,2,02:20:00,07:10:00,2,QA164,QA,QAirline,10526,,
2850,VDO,HPH,04:50:00,6,02:20:00,07:10:00,6,QA431,QA,QAirline,10526,,
2851,VDO,HPH,04:50:00,4,02:20:00,07:10:00,4,QA221,QA,QAirline,10526,,
2852,VDO,HPH,08:35:00,1,02:30:00,11:05:00,1,QA118,QA,QAirline,10526,,
2853,VDO,HPH,08:35:00,6,02:30:00,11:05:00,6,QA250,QA,QAirline,10526,,
2854,VDO,HPH,08:35:00,4,02:30:00,11:05:00,4,QA385,QA,QAirline,10526,,
2855,VDO,THD,16:40:00,2,02:45:00,19:25:00,2,QA337,QA,QAirline,11340,,
2856,VDO,THD,16:40:00,1,02:45:00,19:25:00,1,QA360,QA,QAirline,11340,,
2857,VDO,THD,16:40:00,0,02:45:00,19:25:00,0,QA488,QA,QAirline,11340,,
2858,VDO,THD,16:40:00,5,02:45:00,19:25:00,5,QA416,QA,QAirline,11456,,
2859,VDO,THD,16:40:00,6,02:45:00,19:25:00,6,QA479,QA,QAirline,11456,,
2860,VDO,THD,16:40:00,4,02:45:00,19:25:00,4,QA266,QA,QAirline,11456,,
2861,VDO,THD,16:40:00,3,02:45:00,19:25:00,3,QA142,QA,QAirline,11456,,
2862,VDO,THD,05:40:00,5,02:40:00,08:20:00,5,QA277,QA,QAirline,11458,,
2863,VDO,THD,15:55:00,4,02:40:00,18:35:00,4,QA298,QA,QAirline,11458,,
2864,VDO,THD,21:25:00,1,02:40:00,00:05:00,2,QA403,QA,QAirline,11458,,
2865,VDO,THD,05:40:00,0,02:40:00,08:20:00,0,QA289,QA,QAirline,11458,,
2866,VDO,THD,15:55:00,6,02:40:00,18:35:00,6,QA372,QA,QAirline,11458,,
2867,VDO,THD,15:55:00,3,02:40:00,18:35:00,3,QA499,QA,QAirline,11458,,
2868,VDO,THD,21:25:00,5,02:40:00,00:05:00,6,QA487,QA,QAirline,11458,,
2869,VDO,THD,21:25:00,4,02:40:00,00:05:00,5,QA293,QA,QAirline,11458,,
2870,VDO,THD,05:40:00,4,02:40:00,08:20:00,4,QA497,QA,QAirline,11458,,
2871,VDO,THD,21:25:00,3,02:40:00,00:05:00,4,QA415,QA,QAirline,11458,,
2872,VDO,THD,21:25:00,2,02:40:00,00:05:00,3,QA468,QA,QAirline,11458,,
2873,VDO,THD,05:40:00,6,02:40:00,08:20:00,6,QA295,QA,QAirline,11458,,
2874,VDO,THD,21:25:00,6,02:40:00,00:05:00,0,QA217,QA,QAirline,11458,,
2875,VDO,THD,15:55:00,2,02:40:00,18:35:00,2,QA415,QA,QAirline,11458,,
2876,VDO,THD,05:40:00,3,02:40:00,08:20:00,3,QA280,QA,QAirline,11458,,
2877,VDO,THD,15:55:00,5,02:40:00,18:35:00,5,QA111,QA,QAirline,11458,,
2878,VDO,THD,05:40:00,2,02:40:00,08:20:00,2,QA370,QA,QAirline,11458,,
2879,VDO,THD,05:40:00,1,02:40:00,08:20:00,1,QA283,QA,QAirline,13322,,
2880,VDO,JAI,21:40:00,0,02:15:00,23:55:00,0,QA446,QA,QAirline,8991,,
2881,VDO,JAI,21:40:00,4,02:15:00,23:55:00,4,QA281,QA,QAirline,10503,,
2882,VDO,JAI,21:40:00,2,02:15:00,23:55:00,2,QA210,QA,QAirline,10503,,
2883,VDO,JAI,09:15:00,5,02:00:00,11:15:00,5,QA332,QA,QAirline,10905,,
2884,VDO,JAI,11:15:00,5,02:05:00,13:20:00,5,QA271,QA,QAirline,10905,,
2885,VDO,JAI,18:30:00,3,02:05:00,20:35:00,3,QA276,QA,QAirline,10905,,
2886,VDO,JAI,11:15:00,1,02:05:00,13:20:00,1,QA122,QA,QAirline,10905,,
2887,VDO,JAI,18:30:00,0,02:05:00,20:35:00,0,QA369,QA,QAirline,10905,,
2888,VDO,JAI,18:30:00,6,02:05:00,20:35:00,6,QA226,QA,QAirline,10905,,
2889,VDO,JAI,18:30:00,5,02:05:00,20:35:00,5,QA360,QA,QAirline,10905,,
2890,VDO,JAI,18:30:00,2,02:05:00,20:35:00,2,QA294,QA,QAirline,10905,,
2891,VDO,JAI,11:15:00,3,02:05:00,13:20:00,3,QA275,QA,QAirline,10905,,
2892,VDO,JAI,11:15:00,4,02:05:00,13:20:00,4,QA238,QA,QAirline,10905,,
2893,VDO,JAI,11:15:00,2,02:05:00,13:20:00,2,QA275,QA,QAirline,10905,,
2894,VDO,JAI,18:30:00,1,02:05:00,20:35:00,1,QA461,QA,QAirline,10905,,
2895,VDO,JAI,11:15:00,6,02:05:00,13:20:00,6,QA481,QA,QAirline,10905,,
2896,VDO,JAI,18:30:00,4,02:05:00,20:35:00,4,QA318,QA,QAirline,10905,,
2897,VDO,JAI,14:50:00,4,02:20:00,17:10:00,4,QA193,QA,QAirline,10905,,
2898,VDO,JAI,14:50:00,2,02:20:00,17:10:00,2,QA352,QA,QAirline,10905,,
2899,VDO,JAI,14:50:00,5,02:20:00,17:10:00,5,QA450,QA,QAirline,10905,,
